wall_time,parent_frame,child_frame,tx,ty,tz,qx,qy,qz,qw,tf_age_sec
1777116029.544,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115828.968
1777116029.544,world,rg2_pinch_center,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115828.968
1777116029.544,world,tool0,-0.523191,-0.051747,1.103687,0.803916,-0.087002,0.581674,-0.088350,1777115828.968
1777116029.544,world,rg2_tcp,-0.356835,-0.044600,1.049839,0.803916,-0.087002,0.581674,-0.088350,1777115828.968
1777116029.544,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116029.544
1777116030.047,world,base_link,-0.850000,0.000000,0.850000,0.000000,0.000000,0.000000,1.000000,1777115829.289
1777116030.047,base_link,rg2_pinch_center,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115829.304
1777116030.047,base_link,tool0,0.326809,-0.051747,0.253687,0.803916,-0.087002,0.581674,-0.088350,1777115829.304
1777116030.047,base_link,rg2_tcp,0.493165,-0.044600,0.199839,0.803916,-0.087002,0.581674,-0.088350,1777115829.304
1777116030.047,tool0,rg2_pinch_center,0.000000,0.000000,0.175000,0.000000,0.000000,0.000000,1.000000,1777116030.047
